id,name,course,score,expert
11,"Rosella Fritsch I","Data Science",3,"Knowledge Engineering"
11,"Rosella Fritsch I",Algorithm,4,"Knowledge Engineering"
11,"Rosella Fritsch I",Algorithm,4,"Ubiquitos Computing"
11,"Rosella Fritsch I",Algorithm,4,"Game Technology & Machine Learning"
11,"Rosella Fritsch I",IMK,3,"Knowledge Engineering"
11,"Rosella Fritsch I",IMK,3,"Ubiquitos Computing"
11,"Rosella Fritsch I",IMK,3,"Game Technology & Machine Learning"
11,"Rosella Fritsch I","Basis Data",2.7,"Knowledge Engineering"
11,"Rosella Fritsch I","Basis Data",2.7,"Ubiquitos Computing"
11,"Rosella Fritsch I","Basis Data",2.7,"Game Technology & Machine Learning"
11,"Rosella Fritsch I",Mobile,4,"Ubiquitos Computing"
11,"Rosella Fritsch I",NLP,4,"Knowledge Engineering"
11,"Rosella Fritsch I",Compilation,3.3,"Ubiquitos Computing"
11,"Rosella Fritsch I",Graphics,2.7,"Game Technology & Machine Learning"
11,"Rosella Fritsch I",K3,3,"Knowledge Engineering"
11,"Rosella Fritsch I",K3,3,"Ubiquitos Computing"
11,"Rosella Fritsch I",K3,3,"Game Technology & Machine Learning"
11,"Rosella Fritsch I",Declarative,3,"Knowledge Engineering"
11,"Rosella Fritsch I",Declarative,3,"Ubiquitos Computing"
11,"Rosella Fritsch I",Declarative,3,"Game Technology & Machine Learning"
11,"Rosella Fritsch I",KWU,3,"Knowledge Engineering"
11,"Rosella Fritsch I",KWU,3,"Ubiquitos Computing"
11,"Rosella Fritsch I",KWU,3,"Game Technology & Machine Learning"
11,"Rosella Fritsch I",Statistik,4,"Knowledge Engineering"
11,"Rosella Fritsch I",Web,3,"Knowledge Engineering"
11,"Rosella Fritsch I",Web,3,"Ubiquitos Computing"
11,"Rosella Fritsch I",Web,3,"Game Technology & Machine Learning"
11,"Rosella Fritsch I",PTI,3.3,"Knowledge Engineering"
11,"Rosella Fritsch I",PTI,3.3,"Ubiquitos Computing"
11,"Rosella Fritsch I",PTI,3.3,"Game Technology & Machine Learning"
11,"Rosella Fritsch I","Bahasa Inggris",3.3,"Knowledge Engineering"
11,"Rosella Fritsch I","Bahasa Inggris",3.3,"Ubiquitos Computing"
11,"Rosella Fritsch I","Bahasa Inggris",3.3,"Game Technology & Machine Learning"
11,"Rosella Fritsch I","Struktur Data",3.3,"Knowledge Engineering"
11,"Rosella Fritsch I","Struktur Data",3.3,"Ubiquitos Computing"
11,"Rosella Fritsch I","Struktur Data",3.3,"Game Technology & Machine Learning"
11,"Rosella Fritsch I","Matkom 3",3,"Knowledge Engineering"
11,"Rosella Fritsch I","Matkom 3",3,"Ubiquitos Computing"
11,"Rosella Fritsch I","Matkom 3",3,"Game Technology & Machine Learning"
11,"Rosella Fritsch I",Game,3.3,"Game Technology & Machine Learning"
11,"Rosella Fritsch I",OS,2.7,"Knowledge Engineering"
11,"Rosella Fritsch I",OS,2.7,"Ubiquitos Computing"
11,"Rosella Fritsch I",OS,2.7,"Game Technology & Machine Learning"
11,"Rosella Fritsch I",AI,3.7,"Game Technology & Machine Learning"
11,"Rosella Fritsch I","Komunikasi Data",2.7,"Ubiquitos Computing"
11,"Rosella Fritsch I","Matkom 1",3.3,"Knowledge Engineering"
11,"Rosella Fritsch I","Matkom 1",3.3,"Ubiquitos Computing"
11,"Rosella Fritsch I","Matkom 1",3.3,"Game Technology & Machine Learning"
11,"Rosella Fritsch I",Sociotechnology,3,"Knowledge Engineering"
11,"Rosella Fritsch I",Sociotechnology,3,"Ubiquitos Computing"
11,"Rosella Fritsch I",Sociotechnology,3,"Game Technology & Machine Learning"
11,"Rosella Fritsch I","Organisasi & Arsitektur Komputer",3.3,"Knowledge Engineering"
11,"Rosella Fritsch I","Organisasi & Arsitektur Komputer",3.3,"Ubiquitos Computing"
11,"Rosella Fritsch I","Organisasi & Arsitektur Komputer",3.3,"Game Technology & Machine Learning"
11,"Rosella Fritsch I","Algoritma & Pemrograman",3,"Knowledge Engineering"
11,"Rosella Fritsch I","Algoritma & Pemrograman",3,"Ubiquitos Computing"
11,"Rosella Fritsch I","Algoritma & Pemrograman",3,"Game Technology & Machine Learning"
12,"Miss Ova Kerluke","Big Data",2.3,"Knowledge Engineering"
12,"Miss Ova Kerluke",IMK,3.3,"Knowledge Engineering"
12,"Miss Ova Kerluke",IMK,3.3,"Ubiquitos Computing"
12,"Miss Ova Kerluke",IMK,3.3,"Game Technology & Machine Learning"
12,"Miss Ova Kerluke","Matkom 2",2,"Knowledge Engineering"
12,"Miss Ova Kerluke","Matkom 2",2,"Ubiquitos Computing"
12,"Miss Ova Kerluke","Matkom 2",2,"Game Technology & Machine Learning"
12,"Miss Ova Kerluke","Open Source",2,"Ubiquitos Computing"
12,"Miss Ova Kerluke",Web,2.3,"Knowledge Engineering"
12,"Miss Ova Kerluke",Web,2.3,"Ubiquitos Computing"
12,"Miss Ova Kerluke",Web,2.3,"Game Technology & Machine Learning"
12,"Miss Ova Kerluke",Mobile,3,"Ubiquitos Computing"
12,"Miss Ova Kerluke","Matkom 3",3,"Knowledge Engineering"
12,"Miss Ova Kerluke","Matkom 3",3,"Ubiquitos Computing"
12,"Miss Ova Kerluke","Matkom 3",3,"Game Technology & Machine Learning"
12,"Miss Ova Kerluke","Bahasa Inggris",3.3,"Knowledge Engineering"
12,"Miss Ova Kerluke","Bahasa Inggris",3.3,"Ubiquitos Computing"
12,"Miss Ova Kerluke","Bahasa Inggris",3.3,"Game Technology & Machine Learning"
12,"Miss Ova Kerluke",IOT,3,"Ubiquitos Computing"
12,"Miss Ova Kerluke",KWU,2.7,"Knowledge Engineering"
12,"Miss Ova Kerluke",KWU,2.7,"Ubiquitos Computing"
12,"Miss Ova Kerluke",KWU,2.7,"Game Technology & Machine Learning"
12,"Miss Ova Kerluke",Graphics,4,"Game Technology & Machine Learning"
12,"Miss Ova Kerluke",OOP,3.7,"Knowledge Engineering"
12,"Miss Ova Kerluke",OOP,3.7,"Ubiquitos Computing"
12,"Miss Ova Kerluke",OOP,3.7,"Game Technology & Machine Learning"
12,"Miss Ova Kerluke",Sociotechnology,4,"Knowledge Engineering"
12,"Miss Ova Kerluke",Sociotechnology,4,"Ubiquitos Computing"
12,"Miss Ova Kerluke",Sociotechnology,4,"Game Technology & Machine Learning"
12,"Miss Ova Kerluke","Algoritma & Pemrograman",3.3,"Knowledge Engineering"
12,"Miss Ova Kerluke","Algoritma & Pemrograman",3.3,"Ubiquitos Computing"
12,"Miss Ova Kerluke","Algoritma & Pemrograman",3.3,"Game Technology & Machine Learning"
12,"Miss Ova Kerluke",MM,3.7,"Game Technology & Machine Learning"
12,"Miss Ova Kerluke",NLP,3.3,"Knowledge Engineering"
12,"Miss Ova Kerluke",Compilation,4,"Ubiquitos Computing"
12,"Miss Ova Kerluke","Organisasi & Arsitektur Komputer",3.7,"Knowledge Engineering"
12,"Miss Ova Kerluke","Organisasi & Arsitektur Komputer",3.7,"Ubiquitos Computing"
12,"Miss Ova Kerluke","Organisasi & Arsitektur Komputer",3.7,"Game Technology & Machine Learning"
12,"Miss Ova Kerluke",Declarative,3.3,"Knowledge Engineering"
12,"Miss Ova Kerluke",Declarative,3.3,"Ubiquitos Computing"
12,"Miss Ova Kerluke",Declarative,3.3,"Game Technology & Machine Learning"
12,"Miss Ova Kerluke",K3,3.7,"Knowledge Engineering"
12,"Miss Ova Kerluke",K3,3.7,"Ubiquitos Computing"
12,"Miss Ova Kerluke",K3,3.7,"Game Technology & Machine Learning"
12,"Miss Ova Kerluke",Cryptography,4,"Ubiquitos Computing"
12,"Miss Ova Kerluke",Game,4,"Game Technology & Machine Learning"
12,"Miss Ova Kerluke",Statistik,3.7,"Knowledge Engineering"
12,"Miss Ova Kerluke",RPL,4,"Knowledge Engineering"
12,"Miss Ova Kerluke",RPL,4,"Ubiquitos Computing"
12,"Miss Ova Kerluke",RPL,4,"Game Technology & Machine Learning"
12,"Miss Ova Kerluke","Basis Data",3,"Knowledge Engineering"
12,"Miss Ova Kerluke","Basis Data",3,"Ubiquitos Computing"
12,"Miss Ova Kerluke","Basis Data",3,"Game Technology & Machine Learning"
12,"Miss Ova Kerluke","Proyek SI",3,"Knowledge Engineering"
12,"Miss Ova Kerluke","Proyek SI",3,"Ubiquitos Computing"
12,"Miss Ova Kerluke","Proyek SI",3,"Game Technology & Machine Learning"
12,"Miss Ova Kerluke","Struktur Data",2.7,"Knowledge Engineering"
12,"Miss Ova Kerluke","Struktur Data",2.7,"Ubiquitos Computing"
12,"Miss Ova Kerluke","Struktur Data",2.7,"Game Technology & Machine Learning"
12,"Miss Ova Kerluke","Komunikasi Data",4,"Ubiquitos Computing"
12,"Miss Ova Kerluke","Matkom 1",2.7,"Knowledge Engineering"
12,"Miss Ova Kerluke","Matkom 1",2.7,"Ubiquitos Computing"
12,"Miss Ova Kerluke","Matkom 1",2.7,"Game Technology & Machine Learning"
12,"Miss Ova Kerluke",Algorithm,2.7,"Knowledge Engineering"
12,"Miss Ova Kerluke",Algorithm,2.7,"Ubiquitos Computing"
12,"Miss Ova Kerluke",Algorithm,2.7,"Game Technology & Machine Learning"
12,"Miss Ova Kerluke","Data Science",3.7,"Knowledge Engineering"
12,"Miss Ova Kerluke",PTI,3.3,"Knowledge Engineering"
12,"Miss Ova Kerluke",PTI,3.3,"Ubiquitos Computing"
12,"Miss Ova Kerluke",PTI,3.3,"Game Technology & Machine Learning"
12,"Miss Ova Kerluke",AI,3,"Game Technology & Machine Learning"
12,"Miss Ova Kerluke",OS,4,"Knowledge Engineering"
12,"Miss Ova Kerluke",OS,4,"Ubiquitos Computing"
12,"Miss Ova Kerluke",OS,4,"Game Technology & Machine Learning"
13,"Mrs. Ofelia Stamm II",IMK,2.7,"Knowledge Engineering"
13,"Mrs. Ofelia Stamm II",IMK,2.7,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II",IMK,2.7,"Game Technology & Machine Learning"
13,"Mrs. Ofelia Stamm II",OOP,2.7,"Knowledge Engineering"
13,"Mrs. Ofelia Stamm II",OOP,2.7,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II",OOP,2.7,"Game Technology & Machine Learning"
13,"Mrs. Ofelia Stamm II",RPL,2.3,"Knowledge Engineering"
13,"Mrs. Ofelia Stamm II",RPL,2.3,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II",RPL,2.3,"Game Technology & Machine Learning"
13,"Mrs. Ofelia Stamm II","Bahasa Inggris",3.3,"Knowledge Engineering"
13,"Mrs. Ofelia Stamm II","Bahasa Inggris",3.3,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II","Bahasa Inggris",3.3,"Game Technology & Machine Learning"
13,"Mrs. Ofelia Stamm II",Declarative,2.7,"Knowledge Engineering"
13,"Mrs. Ofelia Stamm II",Declarative,2.7,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II",Declarative,2.7,"Game Technology & Machine Learning"
13,"Mrs. Ofelia Stamm II","Open Source",3.3,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II","Struktur Data",4,"Knowledge Engineering"
13,"Mrs. Ofelia Stamm II","Struktur Data",4,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II","Struktur Data",4,"Game Technology & Machine Learning"
13,"Mrs. Ofelia Stamm II",Game,2.7,"Game Technology & Machine Learning"
13,"Mrs. Ofelia Stamm II","Algoritma & Pemrograman",2.7,"Knowledge Engineering"
13,"Mrs. Ofelia Stamm II","Algoritma & Pemrograman",2.7,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II","Algoritma & Pemrograman",2.7,"Game Technology & Machine Learning"
13,"Mrs. Ofelia Stamm II",MM,3.3,"Game Technology & Machine Learning"
13,"Mrs. Ofelia Stamm II","Matkom 2",2.7,"Knowledge Engineering"
13,"Mrs. Ofelia Stamm II","Matkom 2",2.7,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II","Matkom 2",2.7,"Game Technology & Machine Learning"
13,"Mrs. Ofelia Stamm II",Sociotechnology,2.7,"Knowledge Engineering"
13,"Mrs. Ofelia Stamm II",Sociotechnology,2.7,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II",Sociotechnology,2.7,"Game Technology & Machine Learning"
13,"Mrs. Ofelia Stamm II","Matkom 1",2.7,"Knowledge Engineering"
13,"Mrs. Ofelia Stamm II","Matkom 1",2.7,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II","Matkom 1",2.7,"Game Technology & Machine Learning"
13,"Mrs. Ofelia Stamm II",Graphics,2.7,"Game Technology & Machine Learning"
13,"Mrs. Ofelia Stamm II","Data Science",4,"Knowledge Engineering"
13,"Mrs. Ofelia Stamm II","Big Data",2.7,"Knowledge Engineering"
13,"Mrs. Ofelia Stamm II",OS,3,"Knowledge Engineering"
13,"Mrs. Ofelia Stamm II",OS,3,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II",OS,3,"Game Technology & Machine Learning"
13,"Mrs. Ofelia Stamm II","Matkom 3",3.7,"Knowledge Engineering"
13,"Mrs. Ofelia Stamm II","Matkom 3",3.7,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II","Matkom 3",3.7,"Game Technology & Machine Learning"
13,"Mrs. Ofelia Stamm II",AI,3,"Game Technology & Machine Learning"
13,"Mrs. Ofelia Stamm II",KWU,3,"Knowledge Engineering"
13,"Mrs. Ofelia Stamm II",KWU,3,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II",KWU,3,"Game Technology & Machine Learning"
13,"Mrs. Ofelia Stamm II",K3,3.7,"Knowledge Engineering"
13,"Mrs. Ofelia Stamm II",K3,3.7,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II",K3,3.7,"Game Technology & Machine Learning"
13,"Mrs. Ofelia Stamm II",IOT,3,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II",Web,3.3,"Knowledge Engineering"
13,"Mrs. Ofelia Stamm II",Web,3.3,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II",Web,3.3,"Game Technology & Machine Learning"
13,"Mrs. Ofelia Stamm II",Statistik,3.3,"Knowledge Engineering"
13,"Mrs. Ofelia Stamm II","Basis Data",3,"Knowledge Engineering"
13,"Mrs. Ofelia Stamm II","Basis Data",3,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II","Basis Data",3,"Game Technology & Machine Learning"
13,"Mrs. Ofelia Stamm II",Cryptography,4,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II",Algorithm,3.3,"Knowledge Engineering"
13,"Mrs. Ofelia Stamm II",Algorithm,3.3,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II",Algorithm,3.3,"Game Technology & Machine Learning"
13,"Mrs. Ofelia Stamm II","Proyek SI",2.7,"Knowledge Engineering"
13,"Mrs. Ofelia Stamm II","Proyek SI",2.7,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II","Proyek SI",2.7,"Game Technology & Machine Learning"
13,"Mrs. Ofelia Stamm II",NLP,4,"Knowledge Engineering"
13,"Mrs. Ofelia Stamm II",Compilation,2.7,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II",PTI,2.7,"Knowledge Engineering"
13,"Mrs. Ofelia Stamm II",PTI,2.7,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II",PTI,2.7,"Game Technology & Machine Learning"
13,"Mrs. Ofelia Stamm II","Komunikasi Data",3.3,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II",Mobile,3.3,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II","Organisasi & Arsitektur Komputer",3.3,"Knowledge Engineering"
13,"Mrs. Ofelia Stamm II","Organisasi & Arsitektur Komputer",3.3,"Ubiquitos Computing"
13,"Mrs. Ofelia Stamm II","Organisasi & Arsitektur Komputer",3.3,"Game Technology & Machine Learning"
14,"Lavern Gleason",Statistik,2.7,"Knowledge Engineering"
14,"Lavern Gleason","Bahasa Inggris",4,"Knowledge Engineering"
14,"Lavern Gleason","Bahasa Inggris",4,"Ubiquitos Computing"
14,"Lavern Gleason","Bahasa Inggris",4,"Game Technology & Machine Learning"
14,"Lavern Gleason",Algorithm,2,"Knowledge Engineering"
14,"Lavern Gleason",Algorithm,2,"Ubiquitos Computing"
14,"Lavern Gleason",Algorithm,2,"Game Technology & Machine Learning"
14,"Lavern Gleason",RPL,2,"Knowledge Engineering"
14,"Lavern Gleason",RPL,2,"Ubiquitos Computing"
14,"Lavern Gleason",RPL,2,"Game Technology & Machine Learning"
14,"Lavern Gleason","Open Source",2.3,"Ubiquitos Computing"
14,"Lavern Gleason",Sociotechnology,4,"Knowledge Engineering"
14,"Lavern Gleason",Sociotechnology,4,"Ubiquitos Computing"
14,"Lavern Gleason",Sociotechnology,4,"Game Technology & Machine Learning"
14,"Lavern Gleason","Organisasi & Arsitektur Komputer",4,"Knowledge Engineering"
14,"Lavern Gleason","Organisasi & Arsitektur Komputer",4,"Ubiquitos Computing"
14,"Lavern Gleason","Organisasi & Arsitektur Komputer",4,"Game Technology & Machine Learning"
14,"Lavern Gleason","Komunikasi Data",4,"Ubiquitos Computing"
14,"Lavern Gleason","Matkom 2",3.7,"Knowledge Engineering"
14,"Lavern Gleason","Matkom 2",3.7,"Ubiquitos Computing"
14,"Lavern Gleason","Matkom 2",3.7,"Game Technology & Machine Learning"
14,"Lavern Gleason",Web,3.3,"Knowledge Engineering"
14,"Lavern Gleason",Web,3.3,"Ubiquitos Computing"
14,"Lavern Gleason",Web,3.3,"Game Technology & Machine Learning"
14,"Lavern Gleason","Basis Data",2.7,"Knowledge Engineering"
14,"Lavern Gleason","Basis Data",2.7,"Ubiquitos Computing"
14,"Lavern Gleason","Basis Data",2.7,"Game Technology & Machine Learning"
14,"Lavern Gleason",Graphics,3,"Game Technology & Machine Learning"
14,"Lavern Gleason","Matkom 1",3,"Knowledge Engineering"
14,"Lavern Gleason","Matkom 1",3,"Ubiquitos Computing"
14,"Lavern Gleason","Matkom 1",3,"Game Technology & Machine Learning"
14,"Lavern Gleason","Algoritma & Pemrograman",3.3,"Knowledge Engineering"
14,"Lavern Gleason","Algoritma & Pemrograman",3.3,"Ubiquitos Computing"
14,"Lavern Gleason","Algoritma & Pemrograman",3.3,"Game Technology & Machine Learning"
14,"Lavern Gleason","Struktur Data",3,"Knowledge Engineering"
14,"Lavern Gleason","Struktur Data",3,"Ubiquitos Computing"
14,"Lavern Gleason","Struktur Data",3,"Game Technology & Machine Learning"
14,"Lavern Gleason",AI,2.7,"Game Technology & Machine Learning"
14,"Lavern Gleason","Matkom 3",2.7,"Knowledge Engineering"
14,"Lavern Gleason","Matkom 3",2.7,"Ubiquitos Computing"
14,"Lavern Gleason","Matkom 3",2.7,"Game Technology & Machine Learning"
14,"Lavern Gleason",Compilation,3.3,"Ubiquitos Computing"
14,"Lavern Gleason",K3,3.3,"Knowledge Engineering"
14,"Lavern Gleason",K3,3.3,"Ubiquitos Computing"
14,"Lavern Gleason",K3,3.3,"Game Technology & Machine Learning"
14,"Lavern Gleason",Declarative,4,"Knowledge Engineering"
14,"Lavern Gleason",Declarative,4,"Ubiquitos Computing"
14,"Lavern Gleason",Declarative,4,"Game Technology & Machine Learning"
14,"Lavern Gleason",IOT,3.7,"Ubiquitos Computing"
14,"Lavern Gleason",OOP,3.7,"Knowledge Engineering"
14,"Lavern Gleason",OOP,3.7,"Ubiquitos Computing"
14,"Lavern Gleason",OOP,3.7,"Game Technology & Machine Learning"
14,"Lavern Gleason",Game,4,"Game Technology & Machine Learning"
14,"Lavern Gleason",OS,3,"Knowledge Engineering"
14,"Lavern Gleason",OS,3,"Ubiquitos Computing"
14,"Lavern Gleason",OS,3,"Game Technology & Machine Learning"
14,"Lavern Gleason",KWU,4,"Knowledge Engineering"
14,"Lavern Gleason",KWU,4,"Ubiquitos Computing"
14,"Lavern Gleason",KWU,4,"Game Technology & Machine Learning"
14,"Lavern Gleason",Cryptography,3.7,"Ubiquitos Computing"
14,"Lavern Gleason",NLP,2.7,"Knowledge Engineering"
14,"Lavern Gleason",IMK,2.7,"Knowledge Engineering"
14,"Lavern Gleason",IMK,2.7,"Ubiquitos Computing"
14,"Lavern Gleason",IMK,2.7,"Game Technology & Machine Learning"
14,"Lavern Gleason","Data Science",3.3,"Knowledge Engineering"
14,"Lavern Gleason",PTI,3,"Knowledge Engineering"
14,"Lavern Gleason",PTI,3,"Ubiquitos Computing"
14,"Lavern Gleason",PTI,3,"Game Technology & Machine Learning"
14,"Lavern Gleason",Mobile,3.3,"Ubiquitos Computing"
14,"Lavern Gleason","Big Data",3.3,"Knowledge Engineering"
14,"Lavern Gleason",MM,4,"Game Technology & Machine Learning"
14,"Lavern Gleason","Proyek SI",4,"Knowledge Engineering"
14,"Lavern Gleason","Proyek SI",4,"Ubiquitos Computing"
14,"Lavern Gleason","Proyek SI",4,"Game Technology & Machine Learning"
15,"Ebony Emmerich Sr.",Web,3,"Knowledge Engineering"
15,"Ebony Emmerich Sr.",Web,3,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.",Web,3,"Game Technology & Machine Learning"
15,"Ebony Emmerich Sr.",Mobile,3.3,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.","Bahasa Inggris",2.7,"Knowledge Engineering"
15,"Ebony Emmerich Sr.","Bahasa Inggris",2.7,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.","Bahasa Inggris",2.7,"Game Technology & Machine Learning"
15,"Ebony Emmerich Sr.",MM,3.7,"Game Technology & Machine Learning"
15,"Ebony Emmerich Sr.",Cryptography,4,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.","Matkom 2",3.3,"Knowledge Engineering"
15,"Ebony Emmerich Sr.","Matkom 2",3.3,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.","Matkom 2",3.3,"Game Technology & Machine Learning"
15,"Ebony Emmerich Sr.",OOP,4,"Knowledge Engineering"
15,"Ebony Emmerich Sr.",OOP,4,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.",OOP,4,"Game Technology & Machine Learning"
15,"Ebony Emmerich Sr.","Komunikasi Data",3,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.",Graphics,3.7,"Game Technology & Machine Learning"
15,"Ebony Emmerich Sr.","Matkom 3",3,"Knowledge Engineering"
15,"Ebony Emmerich Sr.","Matkom 3",3,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.","Matkom 3",3,"Game Technology & Machine Learning"
15,"Ebony Emmerich Sr.",Sociotechnology,4,"Knowledge Engineering"
15,"Ebony Emmerich Sr.",Sociotechnology,4,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.",Sociotechnology,4,"Game Technology & Machine Learning"
15,"Ebony Emmerich Sr.","Organisasi & Arsitektur Komputer",3.3,"Knowledge Engineering"
15,"Ebony Emmerich Sr.","Organisasi & Arsitektur Komputer",3.3,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.","Organisasi & Arsitektur Komputer",3.3,"Game Technology & Machine Learning"
15,"Ebony Emmerich Sr.","Proyek SI",3.3,"Knowledge Engineering"
15,"Ebony Emmerich Sr.","Proyek SI",3.3,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.","Proyek SI",3.3,"Game Technology & Machine Learning"
15,"Ebony Emmerich Sr.","Open Source",4,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.",PTI,3,"Knowledge Engineering"
15,"Ebony Emmerich Sr.",PTI,3,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.",PTI,3,"Game Technology & Machine Learning"
15,"Ebony Emmerich Sr.",Statistik,3,"Knowledge Engineering"
15,"Ebony Emmerich Sr.",Game,3.7,"Game Technology & Machine Learning"
15,"Ebony Emmerich Sr.","Struktur Data",3.3,"Knowledge Engineering"
15,"Ebony Emmerich Sr.","Struktur Data",3.3,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.","Struktur Data",3.3,"Game Technology & Machine Learning"
15,"Ebony Emmerich Sr.","Basis Data",3.7,"Knowledge Engineering"
15,"Ebony Emmerich Sr.","Basis Data",3.7,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.","Basis Data",3.7,"Game Technology & Machine Learning"
15,"Ebony Emmerich Sr.","Algoritma & Pemrograman",2.7,"Knowledge Engineering"
15,"Ebony Emmerich Sr.","Algoritma & Pemrograman",2.7,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.","Algoritma & Pemrograman",2.7,"Game Technology & Machine Learning"
15,"Ebony Emmerich Sr.",RPL,2.7,"Knowledge Engineering"
15,"Ebony Emmerich Sr.",RPL,2.7,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.",RPL,2.7,"Game Technology & Machine Learning"
15,"Ebony Emmerich Sr.","Matkom 1",2.7,"Knowledge Engineering"
15,"Ebony Emmerich Sr.","Matkom 1",2.7,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.","Matkom 1",2.7,"Game Technology & Machine Learning"
15,"Ebony Emmerich Sr.",Compilation,3,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.",OS,4,"Knowledge Engineering"
15,"Ebony Emmerich Sr.",OS,4,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.",OS,4,"Game Technology & Machine Learning"
15,"Ebony Emmerich Sr.",IOT,4,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.",IMK,3.3,"Knowledge Engineering"
15,"Ebony Emmerich Sr.",IMK,3.3,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.",IMK,3.3,"Game Technology & Machine Learning"
15,"Ebony Emmerich Sr.","Data Science",3.7,"Knowledge Engineering"
15,"Ebony Emmerich Sr.","Big Data",2.7,"Knowledge Engineering"
15,"Ebony Emmerich Sr.",K3,3,"Knowledge Engineering"
15,"Ebony Emmerich Sr.",K3,3,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.",K3,3,"Game Technology & Machine Learning"
15,"Ebony Emmerich Sr.",Algorithm,3.3,"Knowledge Engineering"
15,"Ebony Emmerich Sr.",Algorithm,3.3,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.",Algorithm,3.3,"Game Technology & Machine Learning"
15,"Ebony Emmerich Sr.",AI,3.3,"Game Technology & Machine Learning"
15,"Ebony Emmerich Sr.",NLP,4,"Knowledge Engineering"
15,"Ebony Emmerich Sr.",KWU,3,"Knowledge Engineering"
15,"Ebony Emmerich Sr.",KWU,3,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.",KWU,3,"Game Technology & Machine Learning"
15,"Ebony Emmerich Sr.",Declarative,2.7,"Knowledge Engineering"
15,"Ebony Emmerich Sr.",Declarative,2.7,"Ubiquitos Computing"
15,"Ebony Emmerich Sr.",Declarative,2.7,"Game Technology & Machine Learning"
16,"Mafalda Hermann","Matkom 1",4,"Knowledge Engineering"
16,"Mafalda Hermann","Matkom 1",4,"Ubiquitos Computing"
16,"Mafalda Hermann","Matkom 1",4,"Game Technology & Machine Learning"
16,"Mafalda Hermann","Open Source",3.7,"Ubiquitos Computing"
16,"Mafalda Hermann",Statistik,2,"Knowledge Engineering"
16,"Mafalda Hermann","Komunikasi Data",3,"Ubiquitos Computing"
16,"Mafalda Hermann",MM,2.7,"Game Technology & Machine Learning"
16,"Mafalda Hermann",Graphics,3.7,"Game Technology & Machine Learning"
16,"Mafalda Hermann",IMK,3,"Knowledge Engineering"
16,"Mafalda Hermann",IMK,3,"Ubiquitos Computing"
16,"Mafalda Hermann",IMK,3,"Game Technology & Machine Learning"
16,"Mafalda Hermann",Mobile,3.3,"Ubiquitos Computing"
16,"Mafalda Hermann",Cryptography,2.7,"Ubiquitos Computing"
16,"Mafalda Hermann",K3,4,"Knowledge Engineering"
16,"Mafalda Hermann",K3,4,"Ubiquitos Computing"
